valor,unidadeDeMedida,dataHora,descricao,tipo
3,Ghz,"2024-11-24 21:02:15","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:15","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:17","Uso de Armazenamento",Armazenamento
6.7,GB,"2024-11-24 21:02:17","Uso de Memória RAM",Memória
1.2,%,"2024-11-24 21:02:17","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:17","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:17","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:19","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:19","Uso de Memória RAM",Memória
9.7,%,"2024-11-24 21:02:19","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:19","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:19","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:22","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:22","Uso de Memória RAM",Memória
1.2,%,"2024-11-24 21:02:22","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:22","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:22","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:02:24",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:02:24",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:02:24","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:24","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:24","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:24","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:24","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:26","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:26","Uso de Memória RAM",Memória
1.3,%,"2024-11-24 21:02:26","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:26","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:26","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:28","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:28","Uso de Memória RAM",Memória
1.2,%,"2024-11-24 21:02:28","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:28","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:28","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:02:29",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:02:29",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:02:30","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:30","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:30","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:30","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:30","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:33","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:33","Uso de Memória RAM",Memória
3.6,%,"2024-11-24 21:02:33","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:33","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:33","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:02:34",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:02:34",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:02:35","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:35","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:35","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:35","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:35","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:37","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:37","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:37","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:37","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:37","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:02:39",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:02:39",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:02:39","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:39","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:39","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:39","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:39","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:41","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:41","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:41","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:42","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:42","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:02:44",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:02:44",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:02:44","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:44","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:44","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:44","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:44","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:46","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:46","Uso de Memória RAM",Memória
1.2,%,"2024-11-24 21:02:46","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:46","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:46","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:48","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:48","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:48","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:48","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:48","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:02:49",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:02:49",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:02:50","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:50","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:50","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:50","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:50","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:53","Uso de Armazenamento",Armazenamento
6.8,GB,"2024-11-24 21:02:53","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:53","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:53","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:53","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:02:54",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:02:54",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:02:55","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:55","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:02:55","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:55","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:55","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:02:57","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:57","Uso de Memória RAM",Memória
2.7,%,"2024-11-24 21:02:57","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:57","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:57","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:02:59",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:02:59",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:02:59","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:02:59","Uso de Memória RAM",Memória
2.5,%,"2024-11-24 21:02:59","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:02:59","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:02:59","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:03:01","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:01","Uso de Memória RAM",Memória
2.5,%,"2024-11-24 21:03:01","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:01","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:01","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:03:04",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:03:04",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:03:04","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:04","Uso de Memória RAM",Memória
2.4,%,"2024-11-24 21:03:04","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:04","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:04","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:03:06","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:06","Uso de Memória RAM",Memória
2.4,%,"2024-11-24 21:03:06","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:06","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:06","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:03:08","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:08","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:03:08","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:08","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:08","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:03:09",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:03:09",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:03:10","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:10","Uso de Memória RAM",Memória
4.9,%,"2024-11-24 21:03:10","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:10","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:10","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:03:13","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:13","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:03:13","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:13","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:13","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:03:14",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:03:14",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:03:15","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:15","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:03:15","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:15","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:15","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:03:17","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:17","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:03:17","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:17","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:17","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:03:19",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:03:19",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:03:19","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:19","Uso de Memória RAM",Memória
1.2,%,"2024-11-24 21:03:19","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:19","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:19","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:03:21","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:21","Uso de Memória RAM",Memória
5.5,%,"2024-11-24 21:03:21","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:21","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:21","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:03:24",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:03:24",BytesRecebidos,"Placa de Rede"
461,GB,"2024-11-24 21:03:24","Uso de Armazenamento",Armazenamento
6.9,GB,"2024-11-24 21:03:24","Uso de Memória RAM",Memória
2.8,%,"2024-11-24 21:03:24","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:24","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:24","Perda de Pacotes","Placa de Rede"
461,GB,"2024-11-24 21:03:26","Uso de Armazenamento",Armazenamento
7,GB,"2024-11-24 21:03:26","Uso de Memória RAM",Memória
0,%,"2024-11-24 21:03:26","Alerta: Alto uso da CPU!!",Processador
3,Ghz,"2024-11-24 21:03:26","Alerta: Alta Frequencia do processador",Processador
0,MB,"2024-11-24 21:03:26","Perda de Pacotes","Placa de Rede"
15,MB,"2024-11-24 21:03:29",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:03:29",BytesRecebidos,"Placa de Rede"
15,MB,"2024-11-24 21:03:34",BytesEnviados,"Placa de Rede"
188,MB,"2024-11-24 21:03:34",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:03:39",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:03:39",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:03:44",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:03:44",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:03:49",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:03:49",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:03:54",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:03:54",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:03:59",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:03:59",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:04",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:04",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:09",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:09",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:14",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:14",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:19",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:19",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:24",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:24",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:29",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:29",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:34",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:34",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:39",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:39",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:44",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:44",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:49",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:49",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:54",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:54",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:04:59",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:04:59",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:04",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:04",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:09",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:09",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:15",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:15",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:20",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:20",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:25",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:25",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:30",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:30",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:35",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:35",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:40",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:40",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:45",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:45",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:50",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:50",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:05:55",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:05:55",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:00",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:06:00",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:05",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:06:05",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:10",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:06:10",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:15",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:06:15",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:20",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:06:20",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:25",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:06:25",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:30",BytesEnviados,"Placa de Rede"
195,MB,"2024-11-24 21:06:30",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:35",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:06:35",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:40",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:06:40",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:45",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:06:45",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:50",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:06:50",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:06:55",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:06:55",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:00",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:00",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:05",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:05",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:10",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:10",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:15",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:15",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:20",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:20",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:25",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:25",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:30",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:30",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:35",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:35",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:40",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:40",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:45",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:45",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:50",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:50",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:07:55",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:07:55",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:00",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:00",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:05",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:05",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:10",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:10",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:15",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:15",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:20",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:20",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:25",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:25",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:30",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:30",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:35",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:35",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:40",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:40",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:45",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:45",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:50",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:50",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:08:55",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:08:55",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:00",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:00",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:06",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:06",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:11",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:11",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:16",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:16",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:21",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:21",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:26",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:26",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:31",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:31",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:36",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:36",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:41",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:41",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:46",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:46",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:51",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:51",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:09:56",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:09:56",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:01",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:01",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:06",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:06",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:11",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:11",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:16",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:16",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:21",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:21",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:26",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:26",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:31",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:31",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:36",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:36",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:41",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:41",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:46",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:46",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:51",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:10:51",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:10:56",BytesEnviados,"Placa de Rede"
